tier	id	title	md_source	md_source_id	summary_len	cover_real	n_authors	n_genres	n_synonyms	n_gallery	n_volumes	n_chapters	n_readable	average_score	title_in_synonyms
A_CORRECT	2349	Stray Cat & Wolf	anilist	121647	294	t	1	4	5	15	6	17	0	74	t
A_CORRECT	2127	Strike Witches 1937	anilist	53985	526	t	1	6	5	1	2	13	0	56	f
A_CORRECT	511	Suisei no Gargantia	anilist	80169	992	t	1	7	5	6	6	13	13	62	t
A_CORRECT	4835	Summer Time Rendering	anilist	102989	324	t	1	9	10	34	14	141	0	80	t
A_CORRECT	3748	Sun-Ken Rock	anilist	38848	799	t	1	9	5	8	25	189	0	75	t
A_CORRECT	2634	Sundome	anilist	31501	539	t	1	9	3	0	8	76	0	69	t
A_CORRECT	2644	Suppli	anilist	30539	343	t	1	4	5	0	4	57	0	63	t
A_CORRECT	1737	Suspension: Kubitsuri High School – The Nonsense User's Disciple	anilist	143839	468	t	1	6	7	15	99	12	0	74	t
A_MATCHED_SPARSE	2646	Suterare Saijo wa Kazoku to Nonbiri Ikiru Koto ni Shimasu	anilist	202236	774	t	2	4	2	0	0	0	0	64	t
A_CORRECT	2084	Sweat and Soap	anilist	105332	551	t	1	6	7	0	11	112	0	81	t
A_CORRECT	2541	Sweetness and Lightning 2	anilist	86044	567	t	1	3	6	0	12	84	0	79	f
A_CORRECT	3744	THE iDOLM@STER Cinderella Girls: U149	anilist	103849	554	t	1	4	2	2	19	163	0	65	t
A_CORRECT	2309	Tanaka ke, Tensei Suru.	anilist	121443	388	t	2	7	4	0	10	17	0	71	t
A_CORRECT	2152	Tatsuki Fujimoto Before Chainsaw Man: 17-21	anilist	139855	567	t	1	12	6	235	24	232	0	71	t
D_NO_METADATA	2615	Tenchi Muyo GXP			0	f	1	3	1	6	6	54	0		f
A_CORRECT	512	Tengoku Daimakyou	anilist	101942	697	t	1	12	11	22	13	81	72	80	t
A_CORRECT	1661	Tenkuu no Shiro wo Moratta no de Isekai de Tanoshiku Asobitai	anilist	110075	587	t	2	7	4	0	9	51	0	60	t
C_NO_SUMMARY	2268	Tenohira no Tengoku	anilist	209929	0	t	1	5	2	76	12	77	0	65	t
C_NO_SUMMARY	2217	Tensura Trinity	anilist	153096	0	t	1	1	2	197	53	470	0		f
A_CORRECT	2275	The Apothecary Diaries: Maomao's Notes from the Inner Palace	anilist	113322	460	t	2	6	6	0	21	160	0	74	t
A_CORRECT	1713	The Babe at My Back Has Her Eye on Me. I'm Done For.	anilist	171024	787	t	2	5	5	1	6	54	0	68	t
A_CORRECT	4446	The Beloved Incompetent Stepmom	anilist	186644	592	t	2	4	5	1	1	62	0	68	t
A_CORRECT	2574	The Cursed Princess and the Sun Prince: I Will Melt Your Frozen Heart	anilist	209891	777	t	2	4	3	0	2	18	0		t
A_CORRECT	1761	The Demon Girl Next Door	anilist	107462	819	t	1	5	3	14	6	80	0	81	t
A_CORRECT	1991	The Dragon God and His Bride's Red Flower Seal	anilist	175355	521	t	2	5	3	2	1	9	0	62	t
A_CORRECT	2523	The Eternal Fool's Words of Wisdom: A Pawsitively Fantastic Adventure	anilist	101516	980	t	2	9	4	0	11	72	0	66	t
A_CORRECT	2554	The Farthest Love in the World	anilist	140109	388	t	1	4	7	0	1	9	0	76	t
A_CORRECT	3710	The Food Diary of Miss Maid	anilist	114010	428	t	1	4	6	5	5	50	0	74	t
A_CORRECT	1806	The Fox Clan's Bride: The Scent of Destiny	anilist	210273	651	t	1	4	3	0	1	14	0		t
A_CORRECT	4350	The Fragrant Flower Blooms With Dignity	anilist	140475	936	t	1	6	14	220	24	207	0	87	t
A_CORRECT	2429	The Genius Prince's Guide to Raising a Nation Out of Debt	anilist	124374	586	t	2	5	8	0	12	38	0	68	t
A_CORRECT	513	The Girl Who Leapt Through Time	anilist	39256	323	t	1	6	6	1	1	5	0	69	t
A_CORRECT	4046	The Heroines Want Me Dead!	anilist	187296	352	t	2	8	7	4	4	36	0	61	t
A_CORRECT	2120	The Holy Grail of Eris	anilist	113075	552	t	2	5	6	0	10	90	0	75	t
A_CORRECT	1947	The Legendary Hero Is Dead!	anilist	85952	377	t	1	9	5	25	20	202	0	72	t
A_CORRECT	1671	The Level 999 Villager	anilist	99410	750	t	2	8	8	0	28	153	0	65	t
A_CORRECT	2359	The Max Magic Level Great Sage’s Return	anilist	162064	600	t	1	4	6	0	1	9	0	60	t
A_CORRECT	1710	The New Recruit	anilist	151534	527	t	2	11	4	2	1	10	0	59	f
A_CORRECT	2513	The Nude Beach Field Trip!!	anilist	92798	164	t	1	3	8	0	1	9	0	73	t
A_CORRECT	1795	The Persecuted Princess Cherished by the Prudent Dragon Prince	anilist	209573	823	t	2	3	3	0	0	20	0		t
A_CORRECT	1829	The Prince's Beloved Bride: Wet in the Morning, Wild in the Evening	anilist	209613	521	t	1	3	3	0	0	17	0		t
A_CORRECT	2504	The Prince's Black Poison	anilist	95299	191	t	1	4	5	63	11	59	0	61	t
A_CORRECT	4822	The Promised Neverland	anilist	87423	512	t	1	11	13	222	21	187	0	79	t
A_CORRECT	2418	The Ramparts of Ice	anilist	166742	435	t	1	6	5	0	3	117	0	75	t
A_CORRECT	3721	The Rip-Off Izakaya	anilist	121878	322	t	2	2	3	2	2	13	0	53	t
A_CORRECT	2180	The Summer of You	anilist	100052	596	t	1	5	10	0	2	5	0	78	t
A_CORRECT	1846	The Swordsman Dubbed the Sorcerer of Countless Swords	anilist	106777	811	t	2	4	6	0	1	1	0	66	t
A_CORRECT	2608	The Trembling Right Hand	anilist	206011	315	t	1	4	3	0	1	9	0	46	t
A_CORRECT	2569	The Witch and the Beast	anilist	100109	622	t	1	11	5	0	10	57	0	80	t
A_CORRECT	4042	They Are Still Being Shaken This Morning	anilist	172729	470	t	1	4	4	2	4	44	0	79	t
A_CORRECT	3755	This Art Club Has a Problem!	anilist	80331	674	t	1	5	9	7	17	124	0	75	t
A_CORRECT	1498	To Love-Ru	anilist	30671	701	t	1	9	9	8	18	163	0	71	t
A_CORRECT	2043	To Your Eternity	anilist	97830	323	t	1	8	11	181	26	290	0	80	t
A_CORRECT	2202	Tobaku Datenroku Kaiji	anilist	33574	446	t	1	5	5	3	13	133	0	80	t
A_CORRECT	2144	Toilet-bound Hanako-kun	anilist	98842	536	t	1	8	16	155	27	165	0	85	t
A_CORRECT	2406	Toki Doki	anilist	97812	691	t	1	6	3	1	1	1	0	77	t
A_CORRECT	4827	Tokyo Ghoul	anilist	63327	405	t	1	9	11	170	21	198	175	84	t
A_CORRECT	516	Tokyo Ghoul-re	anilist	85611	588	t	1	9	7	176	17	183	0	83	f
A_CORRECT	4816	Tokyo Ghoul:re	anilist	85611	588	t	1	9	7	178	19	183	0	83	t
A_CORRECT	2423	Tokyo Mew Mew a la mode	anilist	30555	671	t	1	7	4	1	7	31	0	59	t
A_CORRECT	517	Tokyo Revengers	anilist	102988	923	t	1	9	12	311	39	288	279	74	t
A_CORRECT	2398	Tonari no Kemono ga Henai Shitagaru	anilist	210385	447	t	2	4	2	32	13	52	0		t
A_CORRECT	1980	Tonari no Super Heroine ♡	anilist	209692	600	t	1	6	2	0	10	1	0		t
C_NO_SUMMARY	1698	Tonton no Soudanyaku no Yoakezeyo	anilist	136999	0	t	2	5	2	0	0	7	0	63	t
A_CORRECT	2570	Toshiue Elite Onna Kishi ga Boku no Mae de dake Kawaii	anilist	113636	685	t	2	8	4	1	21	25	0	65	t
A_CORRECT	2424	Tough 2	anilist	33287	481	t	1	6	2	0	39	426	0	72	f
A_CORRECT	4040	Traditional Job of Washing Girl's Body	anilist	110111	1317	t	1	7	6	18	7	249	0	69	t
A_CORRECT	4447	Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs	anilist	104503	558	t	2	12	6	18	20	204	0	73	t
A_CORRECT	2340	Tsubaki-chou Lonely Planet	anilist	86243	489	t	1	6	5	0	14	85	0	77	t
C_NO_SUMMARY	2300	Tsuma wo Metoraba	anilist	175188	0	t	1	1	2	0	0	206	0	62	t
A_CORRECT	2645	Twilight Out of Focus: Overlap	anilist	138890	737	t	1	6	3	0	1	139	0	75	t
A_CORRECT	2224	Twin Star Exorcists	anilist	85247	638	t	1	8	7	189	41	147	0	77	t
D_NO_METADATA	2199	Twisted Visions			0	f	1	5	4	2	2	9	0	62	f
A_CORRECT	4436	Umarekawattemo Mata, Watashi to Kekkon Shitekuremasu ka	anilist	108251	404	t	1	8	5	1	1	25	0	84	t
C_NO_SUMMARY	1747	Umineko no Nakugoro, Kimi to Minato de	anilist	209687	0	t	1	4	2	0	0	0	0		t
A_CORRECT	2249	Ura Dungeon Oku-san	anilist	191014	383	t	1	6	3	111	14	97	0	54	t
C_NO_SUMMARY	2479	Usagi: Yasei no Touhai	anilist	98195	0	t	1	5	2	7	17	157	0	62	t
A_CORRECT	2581	Usotsuki Fuufu no Ayakashi Konin Jijou: Danna-sama wa Saikyou no Amanojaku!?	anilist	210190	615	t	2	4	2	72	8	72	0		t
C_NO_SUMMARY	1826	Usotsuki na Kimi to Sunao na Shippo	anilist	210584	0	t	1	5	2	7	7	63	0		t
A_CORRECT	2126	Utsubora - The Story of a Novelist	anilist	50096	532	t	1	6	3	0	1	14	0	71	t
C_NO_SUMMARY	2508	VF: Outsider History	anilist	177326	0	t	1	5	2	5	27	239	0	61	t
A_CORRECT	4647	Vagabond	anilist	30656	568	t	2	8	4	153	39	330	0	91	t
A_CORRECT	2650	Vagabond: Saigo no Manga-ten	anilist	135129	489	t	1	5	5	125	37	327	0	88	t
A_CORRECT	1850	Veil no Seijo: Minikui to Gokai sareta Seijo, Ikemen Goei kishi ni Dekiai sareru	anilist	205129	545	t	2	2	4	1	2	47	0		t
A_CORRECT	4037	Versus	anilist	156553	478	t	1	7	3	39	6	33	0	74	t
A_CORRECT	4659	Vinland Saga	anilist	30642	714	t	1	9	8	251	30	261	233	90	t
A_CORRECT	2540	Violet Evergarden Ever After	anilist	115977	709	t	1	6	2	1	1	5	0	76	t
A_CORRECT	1812	Virgin★Mama	anilist	137395	587	t	1	6	2	1	20	202	0		t
C_NO_SUMMARY	2488	Virtual Harem World	anilist	210039	0	t	1	3	2	1	18	7	0		t
C_GENERIC	2256	Wakabayashi Toshiya 4-koma Soushuuhen	anilist	85336	61	t	1	4	3	266	13	264	0	78	t
A_CORRECT	2584	Wandering Witch: The Journey of Elaina	anilist	98741	364	t	1	7	9	32	9	30	0	82	t
A_CORRECT	2077	Warau Kyuuketsuki	anilist	30964	1481	t	1	5	14	0	2	31	0	67	t
A_CORRECT	2219	Waru	anilist	32682	245	t	1	4	3	61	1	60	0		t
A_MATCHED_SPARSE	1718	Watashitachi ga Mita Mono wa	anilist	210339	644	t	1	3	2	0	0	0	0		t
A_CORRECT	1645	Way of the Househusband	anilist	101233	304	t	1	3	19	21	16	141	0	79	f
A_CORRECT	1984	Welcome to the Outcast's Restaurant!	anilist	112273	687	t	2	7	5	0	6	27	0	69	t
A_CORRECT	1894	What I Love About You	anilist	106474	738	t	1	5	7	0	0	147	0	72	t
A_CORRECT	2157	When the Snow Thaws	anilist	98234	608	t	1	4	5	0	4	8	0	73	t
A_CORRECT	2586	White Liar	anilist	163837	586	t	1	4	3	0	0	7	0	73	t
A_CORRECT	2271	Why Does Nobody Remember Me in this World?	anilist	101762	829	t	2	10	4	3	22	66	0	68	t
A_CORRECT	2163	Wingman 2	anilist	33390	428	t	1	7	5	0	13	113	0	65	f
A_CORRECT	4033	Witch Hat Atelier	anilist	98263	929	t	1	7	19	86	17	101	0	87	t
A_CORRECT	2503	Within The Villainess	anilist	148305	329	t	2	6	5	42	15	50	0	83	t
A_CORRECT	2597	Wolf Girl and Black Prince	anilist	58825	803	t	1	5	8	3	17	73	0	70	t
A_CORRECT	4053	World Trigger	anilist	78151	269	t	1	6	4	0	29	261	0	77	t
A_CORRECT	4440	Wounded Man	anilist	33978	781	t	1	9	4	2	2	102	0	49	t
A_MATCHED_SPARSE	4451	Yamikin Ushijima-kun Gaiden: Naniwa Time Leap Aizawa-kun	anilist	210237	141	t	2	6	2	0	0	0	0		t
A_CORRECT	2360	Yandere Dekiai Kakutei Route!? Kouryaku Taishou wa Watashi ja Arimasen...!! Comic Anthology	anilist	209809	295	t	6	5	3	198	22	196	0		t
A_CORRECT	2417	Yandere ka to Omottara Motto Yabe Onna Datta	anilist	172110	293	t	1	3	3	0	2	78	0	68	t
A_CORRECT	2328	Yattaro Jan!!	anilist	137433	105	t	1	4	2	0	0	216	0		t
A_CORRECT	4824	Yotsuba&!	anilist	30104	928	t	1	3	9	16	17	132	0	88	t
A_CORRECT	2651	You Should Be The One To Come Kiss Me	anilist	176965	853	t	1	5	8	40	9	36	0	75	t
A_CORRECT	2531	You Were Experienced, I Was Not: Our Dating Story	anilist	144718	516	t	2	6	6	0	2	9	0	66	t
A_CORRECT	2528	Your Turn to Die: Majority Vote Death Game	anilist	111205	430	t	2	5	7	0	5	36	0	70	t
A_CORRECT	2648	Yu Yu Hakusho 2	anilist	30053	554	t	1	8	11	19	19	179	0	80	f
A_CORRECT	1800	Yu-Gi-Oh! GX	anilist	33041	337	t	2	8	6	0	9	2213	0	68	t
A_CORRECT	4442	ZETMAN	anilist	31534	329	t	1	9	2	56	44	226	0	74	t
A_CORRECT	2118	Zankoku na Kami ga Shihai Suru	anilist	38652	486	t	1	9	6	12	18	91	0	81	t
C_NO_SUMMARY	2652	Zankou Saisatsu	anilist	209943	0	t	1	4	2	0	0	0	0	70	t
A_CORRECT	2325	Zatch Bell 2	anilist	146030	455	t	1	6	5	32	33	324	0	78	f
A_CORRECT	2351	Zenra.zip	anilist	135154	176	t	1	4	3	0	3	170	0		t
A_CORRECT	4056	Zoku Tanetsuke Twins Namahame Aji Kurabe	anilist	209695	284	t	1	2	3	1	1	1	0	59	t
C_GENERIC	4833	kaiko	anilist	209915	49	t	1	3	2	0	0	1	0	68	t
A_CORRECT	2556	prism	anilist	56479	535	t	1	5	2	3	7	10	0	71	t
C_GENERIC	2236	where happiness lives	anilist	149557	79	t	2	3	2	2	4	2	0	73	t
